player_id,Player,Squad,minutes,appearances,shots_total,shots_on,goals_total,fouls_committed,duels_total,duels_won,pass_total,pass_accurate,key_passes,takeons_total,takeons_won,ball_recoveries,at_actions
Lautaro Martínez|Argentina,Lautaro Martínez,Argentina,55,1,1,1,0,2,1,0,14,12,0,2,0,3,0
Alexis Mac Allister|Argentina,Alexis Mac Allister,Argentina,95,1,2,1,0,2,1,0,64,60,1,0,0,6,1
Rodrigo De Paul|Argentina,Rodrigo De Paul,Argentina,94,1,0,0,0,0,0,0,54,49,1,2,1,7,1
Lisandro Martínez|Argentina,Lisandro Martínez,Argentina,94,1,0,0,0,0,0,0,67,64,0,0,0,3,0
Enzo Fernández|Argentina,Enzo Fernández,Argentina,94,1,0,0,0,1,0,0,67,63,1,2,0,7,0
Cristian Romero|Argentina,Cristian Romero,Argentina,80,1,0,0,0,2,1,1,66,65,0,0,0,2,0
Facundo Medina|Argentina,Facundo Medina,Argentina,93,1,0,0,0,2,0,0,36,35,0,0,0,3,0
Rafik Belghali|Algeria,Rafik Belghali,Algeria,95,1,0,0,0,2,2,2,39,36,1,0,0,3,0
Anis Hadj Moussa|Algeria,Anis Hadj Moussa,Algeria,64,1,1,1,0,0,0,0,22,19,1,5,1,2,0
Nabil Bentaleb|Algeria,Nabil Bentaleb,Algeria,82,1,0,0,0,0,0,0,56,52,0,0,0,2,1
Aïssa Mandi|Algeria,Aïssa Mandi,Algeria,95,1,0,0,0,0,3,1,105,100,1,0,0,3,0
Ramy Bensebaini|Algeria,Ramy Bensebaini,Algeria,95,1,0,0,0,0,0,0,95,89,0,0,0,5,0
Luca Zidane|Algeria,Luca Zidane,Algeria,89,1,0,0,0,0,0,0,39,39,0,0,0,1,0
Emiliano Martínez|Argentina,Emiliano Martínez,Argentina,95,1,0,0,0,0,0,0,41,31,0,0,0,1,0
Gonzalo Montiel|Argentina,Gonzalo Montiel,Argentina,48,1,0,0,0,1,0,0,22,20,0,0,0,0,0
Lionel Messi|Argentina,Lionel Messi,Argentina,80,1,6,4,3,1,0,0,40,31,2,3,0,3,1
Rayan Aït-Nouri|Algeria,Rayan Aït-Nouri,Algeria,96,1,0,0,0,1,0,0,64,54,0,6,3,6,4
Farès Chaïbi|Algeria,Farès Chaïbi,Algeria,95,1,3,0,0,1,0,0,51,44,1,2,1,1,1
Ibrahim Maza|Algeria,Ibrahim Maza,Algeria,81,1,1,1,0,0,1,1,47,40,0,5,2,2,0
Thiago Almada|Argentina,Thiago Almada,Argentina,55,1,1,0,0,0,2,1,35,30,0,0,0,4,0
Hicham Boudaoui|Algeria,Hicham Boudaoui,Algeria,64,1,0,0,0,2,0,0,23,22,1,2,1,4,1
Amine Gouiri|Algeria,Amine Gouiri,Algeria,64,1,0,0,0,1,1,0,18,16,0,1,0,1,0
Nahuel Molina|Argentina,Nahuel Molina,Argentina,96,1,0,0,0,0,0,0,29,19,1,1,1,4,0
Nico González|Argentina,Nico González,Argentina,93,1,0,0,0,0,1,1,14,11,1,1,0,1,0
Julián Alvarez|Argentina,Julián Alvarez,Argentina,95,1,0,0,0,1,2,0,10,8,0,0,0,2,2
Houssem Aouar|Algeria,Houssem Aouar,Algeria,93,1,1,0,0,0,0,0,21,21,0,1,0,3,0
Mohammed Amoura|Algeria,Mohammed Amoura,Algeria,96,1,0,0,0,1,0,0,7,7,1,0,0,0,0
Riyad Mahrez|Algeria,Riyad Mahrez,Algeria,91,1,1,1,0,0,0,0,21,17,0,0,0,2,1
Nico Paz|Argentina,Nico Paz,Argentina,95,1,0,0,0,1,0,0,4,4,0,0,0,2,0
Nicolás Otamendi|Argentina,Nicolás Otamendi,Argentina,96,1,0,0,0,0,0,0,16,13,0,0,0,1,0
Adil Boulbina|Algeria,Adil Boulbina,Algeria,95,1,0,0,0,0,0,0,11,11,0,3,0,1,0
Ramiz Zerrouki|Algeria,Ramiz Zerrouki,Algeria,95,1,0,0,0,0,1,1,20,18,0,0,0,1,0
Mohamed Touré|Australia,Mohamed Touré,Australia,74,1,1,0,0,2,2,0,3,3,1,4,2,1,0
Harry Souttar|Australia,Harry Souttar,Australia,95,1,1,1,0,1,4,3,23,14,0,1,1,0,0
Abdülkerim Bardakci|Turkiye,Abdülkerim Bardakci,Turkiye,96,1,1,1,0,0,10,4,98,91,0,1,1,4,0
Connor Metcalfe|Australia,Connor Metcalfe,Australia,96,1,1,1,1,0,6,2,20,10,1,1,1,4,1
Aiden O'Neill|Australia,Aiden O'Neill,Australia,94,1,0,0,0,1,0,0,35,29,1,1,1,4,0
Ferdi Kadioglu|Turkiye,Ferdi Kadioglu,Turkiye,96,1,1,0,0,0,3,2,116,103,5,0,0,6,1
Jacob Italiano|Australia,Jacob Italiano,Australia,74,1,1,0,0,0,1,0,20,15,1,0,0,0,0
Orkun Kökçü|Turkiye,Orkun Kökçü,Turkiye,62,1,1,0,0,0,0,0,41,30,3,1,0,2,2
Hakan Çalhanoglu|Turkiye,Hakan Çalhanoglu,Turkiye,95,1,5,4,0,1,1,0,109,94,4,0,0,7,0
Arda Güler|Turkiye,Arda Güler,Turkiye,95,1,8,4,0,0,2,1,80,71,2,5,1,3,2
Merih Demiral|Turkiye,Merih Demiral,Turkiye,95,1,1,0,0,0,7,5,62,57,1,1,0,0,0
Ismail Yüksek|Turkiye,Ismail Yüksek,Turkiye,81,1,3,2,0,1,2,2,58,55,0,1,1,2,2
Ugurcan Çakir|Turkiye,Ugurcan Çakir,Turkiye,88,1,0,0,0,0,0,0,24,22,0,0,0,1,0
Baris Alper Yilmaz|Turkiye,Baris Alper Yilmaz,Turkiye,48,1,0,0,0,0,0,0,24,12,0,2,0,0,0
Alessandro Circati|Australia,Alessandro Circati,Australia,93,1,1,0,0,1,2,1,33,25,0,1,1,3,0
Paul Okon-Engstler|Australia,Paul Okon-Engstler,Australia,84,1,0,0,0,1,2,1,38,30,1,1,0,3,0
Nestory Irankunda|Australia,Nestory Irankunda,Australia,61,1,2,2,1,1,2,0,7,5,0,1,1,1,0
Zeki Çelik|Turkiye,Zeki Çelik,Turkiye,81,1,1,1,0,1,3,2,36,33,0,0,0,4,2
Patrick Beach|Australia,Patrick Beach,Australia,96,1,0,0,0,0,0,0,41,20,0,0,0,1,0
Cameron Burgess|Australia,Cameron Burgess,Australia,92,1,0,0,0,0,2,2,41,37,0,0,0,1,1
Jordan Bos|Australia,Jordan Bos,Australia,84,1,2,1,0,0,2,0,26,22,1,2,1,2,0
Kerem Aktürkoglu|Turkiye,Kerem Aktürkoglu,Turkiye,85,1,3,2,0,0,2,0,11,6,1,1,0,0,1
Kenan Yildiz|Turkiye,Kenan Yildiz,Turkiye,96,1,6,6,0,0,1,1,44,38,1,2,1,2,0
Nishan Velupillay|Australia,Nishan Velupillay,Australia,90,1,0,0,0,0,1,0,5,3,0,0,0,1,0
Yunus Akgün|Turkiye,Yunus Akgün,Turkiye,96,1,0,0,0,1,0,0,22,20,2,1,1,0,0
Tete Yengi|Australia,Tete Yengi,Australia,96,1,0,0,0,3,4,4,5,2,0,0,0,1,0
Jason Geria|Australia,Jason Geria,Australia,95,1,0,0,0,0,2,1,3,2,0,0,0,1,0
Salih Özcan|Turkiye,Salih Özcan,Turkiye,96,1,0,0,0,0,0,0,17,17,0,0,0,1,0
Mert Müldür|Turkiye,Mert Müldür,Turkiye,96,1,0,0,0,0,0,0,16,15,1,0,0,0,0
Aziz Behich|Australia,Aziz Behich,Australia,95,1,0,0,0,1,1,0,3,3,0,0,0,1,0
Jackson Irvine|Australia,Jackson Irvine,Australia,96,1,0,0,0,1,1,1,2,1,0,0,0,0,0
Deniz Gül|Turkiye,Deniz Gül,Turkiye,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sasa Kalajdzic|Austria,Sasa Kalajdzic,Austria,49,1,2,0,0,1,3,1,15,10,1,4,1,0,0
Xaver Schlager|Austria,Xaver Schlager,Austria,59,1,0,0,0,2,2,2,53,51,1,1,0,6,0
Marcel Sabitzer|Austria,Marcel Sabitzer,Austria,99,1,1,1,0,0,1,0,46,32,1,1,1,6,0
David Alaba|Austria,David Alaba,Austria,59,1,1,0,0,0,3,2,64,55,0,1,1,1,0
Philipp Lienhart|Austria,Philipp Lienhart,Austria,99,1,0,0,0,0,2,2,88,79,0,0,0,9,0
Abdallah Nasib|Jordan,Abdallah Nasib,Jordan,81,1,0,0,0,1,1,0,25,21,0,0,0,3,0
Nizar Al Rashdan|Jordan,Nizar Al Rashdan,Jordan,98,1,0,0,0,3,1,1,27,19,1,5,4,6,0
Nicolas Seiwald|Austria,Nicolas Seiwald,Austria,97,1,0,0,0,1,2,1,69,62,0,0,0,6,1
Alexander Schlager|Austria,Alexander Schlager,Austria,99,1,0,0,0,0,1,1,32,23,0,0,0,2,0
Stefan Posch|Austria,Stefan Posch,Austria,99,1,2,0,0,3,4,4,58,42,0,1,0,4,1
Mohammad Abu Al Nadi|Jordan,Mohammad Abu Al Nadi,Jordan,72,1,0,0,0,0,1,0,34,26,0,0,0,5,0
Mohannad Abu Taha|Jordan,Mohannad Abu Taha,Jordan,98,1,0,0,0,1,1,1,39,28,1,2,1,3,1
Yazeed Abulaila|Jordan,Yazeed Abulaila,Jordan,102,1,0,0,0,0,1,1,27,16,0,0,0,0,0
Konrad Laimer|Austria,Konrad Laimer,Austria,99,1,1,0,0,3,1,0,46,39,0,0,0,2,1
Mousa Al Tamari|Jordan,Mousa Al Tamari,Jordan,88,1,4,2,0,1,3,0,10,8,1,6,3,2,0
Odeh Fakhoury|Jordan,Odeh Fakhoury,Jordan,89,1,1,1,0,0,6,0,13,9,2,3,1,1,0
Ehsan Haddad|Jordan,Ehsan Haddad,Jordan,81,1,1,0,0,0,1,1,25,12,2,1,0,1,0
Phillipp Mwene|Austria,Phillipp Mwene,Austria,59,1,0,0,0,1,1,1,32,24,1,0,0,2,0
Noor Al Rawabdeh|Jordan,Noor Al Rawabdeh,Jordan,97,1,0,0,0,0,1,0,48,36,2,2,1,8,0
Ali Olwan|Jordan,Ali Olwan,Jordan,103,1,4,3,1,0,4,1,29,15,0,5,3,3,0
Romano Schmid|Austria,Romano Schmid,Austria,83,1,1,1,1,0,1,0,31,22,1,1,0,4,1
Yazan Al Arab|Jordan,Yazan Al Arab,Jordan,92,1,1,1,1,0,3,3,45,40,0,0,0,2,0
Marko Arnautovic|Austria,Marko Arnautovic,Austria,102,1,2,2,1,0,2,1,13,9,0,0,0,0,0
Paul Wanner|Austria,Paul Wanner,Austria,99,1,0,0,0,0,0,0,26,22,0,0,0,2,0
Kevin Danso|Austria,Kevin Danso,Austria,99,1,0,0,0,0,0,0,27,24,0,2,1,1,0
Carney Chukwuemeka|Austria,Carney Chukwuemeka,Austria,99,1,1,1,0,1,2,1,11,9,0,2,0,0,0
Saleem Obaid|Jordan,Saleem Obaid,Jordan,99,1,0,0,0,1,0,0,14,9,0,0,0,0,0
Saed Al Rosan|Jordan,Saed Al Rosan,Jordan,98,1,0,0,0,0,1,1,14,12,0,0,0,0,0
Mahmoud Al Mardi|Jordan,Mahmoud Al Mardi,Jordan,97,1,0,0,0,0,1,0,11,7,0,0,0,2,0
Patrick Wimmer|Austria,Patrick Wimmer,Austria,99,1,0,0,0,0,0,0,7,4,0,3,0,2,0
Mohammad Al Daoud|Jordan,Mohammad Al Daoud,Jordan,98,1,0,0,0,0,0,0,5,2,0,1,1,1,0
Ali Azaizeh|Jordan,Ali Azaizeh,Jordan,93,1,1,0,0,0,0,0,1,1,0,1,1,0,0
Leandro Trossard|Belgium,Leandro Trossard,Belgium,93,1,3,3,0,0,0,0,37,31,3,5,3,3,0
Kevin De Bruyne|Belgium,Kevin De Bruyne,Belgium,86,1,4,2,0,0,2,2,43,32,2,3,1,3,1
Brandon Mechele|Belgium,Brandon Mechele,Belgium,95,1,2,1,0,2,1,1,59,57,0,0,0,2,0
Thomas Meunier|Belgium,Thomas Meunier,Belgium,93,1,1,1,0,5,6,1,49,40,1,0,0,1,0
Amadou Onana|Belgium,Amadou Onana,Belgium,56,1,0,0,0,1,1,1,36,31,0,0,0,5,0
Ahmed Fatouh|Egypt,Ahmed Fatouh,Egypt,88,1,0,0,0,2,0,0,49,39,1,0,0,3,0
Emam Ashour|Egypt,Emam Ashour,Egypt,71,1,2,1,1,0,4,3,30,20,0,3,1,6,0
Hamdi Fathy|Egypt,Hamdi Fathy,Egypt,89,1,0,0,0,2,3,1,40,34,1,0,0,1,0
Yasser Ibrahim|Egypt,Yasser Ibrahim,Egypt,92,1,0,0,0,0,1,0,53,48,0,0,0,2,0
Marwan Attia|Egypt,Marwan Attia,Egypt,93,1,1,1,0,3,3,0,52,41,1,0,0,6,0
Mohamed Hany|Egypt,Mohamed Hany,Egypt,93,1,3,3,1,1,1,0,38,30,0,3,2,3,1
Timothy Castagne|Belgium,Timothy Castagne,Belgium,56,1,0,0,0,1,3,2,40,33,1,1,0,1,0
Youri Tielemans|Belgium,Youri Tielemans,Belgium,95,1,2,0,0,1,1,1,49,38,3,1,1,4,0
Jérémy Doku|Belgium,Jérémy Doku,Belgium,86,1,1,0,0,1,0,0,27,21,1,13,3,6,1
Mohanad Lasheen|Egypt,Mohanad Lasheen,Egypt,93,1,0,0,0,2,2,0,31,25,0,1,1,3,4
Mostafa Zico|Egypt,Mostafa Zico,Egypt,76,1,2,2,0,0,1,0,20,15,0,1,0,4,0
Nathan Ngoy|Belgium,Nathan Ngoy,Belgium,95,1,0,0,0,2,2,1,71,69,0,2,1,5,0
Thibaut Courtois|Belgium,Thibaut Courtois,Belgium,95,1,0,0,0,0,0,0,17,15,0,0,0,3,0
Charles De Ketelaere|Belgium,Charles De Ketelaere,Belgium,66,1,0,0,0,0,4,4,27,22,1,3,2,3,2
Mostafa Shobeir|Egypt,Mostafa Shobeir,Egypt,95,1,0,0,0,0,0,0,32,23,0,0,0,1,0
Mohamed Salah|Egypt,Mohamed Salah,Egypt,76,1,1,1,0,2,2,1,21,17,3,4,0,3,1
Omar Marmoush|Egypt,Omar Marmoush,Egypt,90,1,5,3,0,2,2,1,15,12,1,5,4,2,0
Nicolas Raskin|Belgium,Nicolas Raskin,Belgium,92,1,0,0,0,0,2,1,24,16,1,0,0,2,0
Maxim De Cuyper|Belgium,Maxim De Cuyper,Belgium,93,1,0,0,0,2,0,0,11,7,0,1,1,4,0
Romelu Lukaku|Belgium,Romelu Lukaku,Belgium,93,1,2,1,0,0,0,0,6,6,0,2,0,0,0
Ramy Rabia|Egypt,Ramy Rabia,Egypt,95,1,0,0,0,0,0,0,21,19,0,0,0,2,0
Zizo|Egypt,Zizo,Egypt,93,1,1,1,0,1,0,0,10,8,0,2,0,0,0
Hamza Abdelkarim|Egypt,Hamza Abdelkarim,Egypt,89,1,0,0,0,0,3,2,5,2,0,0,0,1,1
Matias Fernandez-Pardo|Belgium,Matias Fernandez-Pardo,Belgium,93,1,0,0,0,0,0,0,3,2,0,0,0,0,0
Hans Vanaken|Belgium,Hans Vanaken,Belgium,93,1,0,0,0,0,1,0,6,5,0,0,0,0,0
Karim Hafez|Egypt,Karim Hafez,Egypt,95,1,0,0,0,0,1,1,10,8,0,0,0,2,0
Ibrahim Adel|Egypt,Ibrahim Adel,Egypt,95,1,0,0,0,0,0,0,5,4,0,1,0,1,0
Azzedine Ounahi|Morocco,Azzedine Ounahi,Morocco,65,1,0,0,0,0,0,0,37,33,1,8,4,7,0
Roger Ibañez|Brazil,Roger Ibañez,Brazil,48,1,0,0,0,2,0,0,23,22,0,3,1,2,1
Marquinhos|Brazil,Marquinhos,Brazil,98,1,2,1,0,0,3,3,79,75,0,0,0,3,0
Issa Diop|Morocco,Issa Diop,Morocco,99,1,0,0,0,0,1,1,53,42,0,0,0,2,0
Ayyoub Bouaddi|Morocco,Ayyoub Bouaddi,Morocco,100,1,0,0,0,1,1,0,67,61,0,5,3,6,0
Lucas Paquetá|Brazil,Lucas Paquetá,Brazil,61,1,2,2,0,2,2,1,41,32,1,4,2,3,0
Raphinha|Brazil,Raphinha,Brazil,93,1,2,2,0,0,1,1,35,22,3,6,1,3,2
Noussair Mazraoui|Morocco,Noussair Mazraoui,Morocco,80,1,0,0,0,2,1,0,36,30,0,3,2,5,0
Bilal El Khannouss|Morocco,Bilal El Khannouss,Morocco,80,1,1,1,0,2,1,0,29,24,2,4,2,6,0
Bruno Guimarães|Brazil,Bruno Guimarães,Brazil,80,1,1,0,0,1,2,1,41,34,1,2,1,3,0
Casemiro|Brazil,Casemiro,Brazil,48,1,0,0,0,1,1,1,19,18,1,2,0,5,0
Alisson Becker|Brazil,Alisson Becker,Brazil,99,1,0,0,0,0,0,0,29,24,0,0,0,1,0
Gabriel Magalhães|Brazil,Gabriel Magalhães,Brazil,100,1,0,0,0,1,1,1,85,82,0,0,0,5,0
Neil El Aynaoui|Morocco,Neil El Aynaoui,Morocco,99,1,3,1,0,4,4,1,53,47,1,2,1,4,0
Douglas Santos|Brazil,Douglas Santos,Brazil,99,1,0,0,0,1,0,0,70,61,1,0,0,6,0
Brahim Díaz|Morocco,Brahim Díaz,Morocco,65,1,3,3,0,0,0,0,20,19,2,6,1,3,1
Chadi Riad|Morocco,Chadi Riad,Morocco,98,1,0,0,0,0,0,0,40,34,0,2,2,3,0
Ismael Saibari|Morocco,Ismael Saibari,Morocco,89,1,3,3,1,2,3,1,24,22,0,1,1,1,0
Achraf Hakimi|Morocco,Achraf Hakimi,Morocco,100,1,3,0,0,3,2,0,59,54,3,5,0,5,1
Igor Thiago|Brazil,Igor Thiago,Brazil,62,1,2,1,0,2,1,1,6,5,0,1,0,2,0
Yassine Bounou|Morocco,Yassine Bounou,Morocco,101,1,0,0,0,0,1,1,38,20,0,0,0,0,0
Vinícius Júnior|Brazil,Vinícius Júnior,Brazil,100,1,1,1,1,3,1,0,35,27,2,9,0,4,0
Danilo|Brazil,Danilo,Brazil,98,1,0,0,0,0,2,1,41,34,0,1,0,1,0
Fabinho|Brazil,Fabinho,Brazil,97,1,0,0,0,3,0,0,17,15,0,0,0,3,0
Matheus Cunha|Brazil,Matheus Cunha,Brazil,96,1,0,0,0,0,0,0,11,5,0,3,0,0,0
Luiz Henrique|Brazil,Luiz Henrique,Brazil,99,1,0,0,0,0,1,1,13,12,1,0,0,2,0
Samir El Mourabet|Morocco,Samir El Mourabet,Morocco,99,1,0,0,0,0,0,0,27,24,0,0,0,0,0
Chemsdine Talbi|Morocco,Chemsdine Talbi,Morocco,100,1,0,0,0,0,0,0,12,9,0,0,0,1,0
Anass Salah-Eddine|Morocco,Anass Salah-Eddine,Morocco,100,1,0,0,0,0,0,0,13,10,0,1,0,0,0
Ayoube Amaimouni-Echghouyab|Morocco,Ayoube Amaimouni-Echghouyab,Morocco,100,1,1,1,0,0,0,0,6,4,0,1,0,1,0
Danilo Santos|Brazil,Danilo Santos,Brazil,99,1,2,1,0,0,0,0,4,4,0,0,0,0,0
Soufiane Rahimi|Morocco,Soufiane Rahimi,Morocco,98,1,0,0,0,0,1,0,3,2,0,0,0,1,0
Stephen Eustaquio|Canada,Stephen Eustaquio,Canada,91,1,1,0,0,2,1,0,56,46,3,0,0,9,0
Ismaël Koné|Canada,Ismaël Koné,Canada,95,1,1,1,0,1,6,1,61,50,0,2,0,5,2
Liam Millar|Canada,Liam Millar,Canada,61,1,0,0,0,1,5,2,36,22,1,5,2,1,2
Richie Laryea|Canada,Richie Laryea,Canada,96,1,1,1,0,0,3,1,47,35,2,2,2,4,2
Tani Oluwaseyi|Canada,Tani Oluwaseyi,Canada,76,1,2,1,0,0,13,5,20,6,0,2,1,2,0
Nikola Katic|Bosnia and Herzegovina,Nikola Katic,Bosnia and Herzegovina,96,1,0,0,0,2,15,10,23,14,0,0,0,2,0
Luc De Fougerolles|Canada,Luc De Fougerolles,Canada,96,1,0,0,0,2,13,4,50,39,0,1,0,2,0
Tarik Muharemovic|Bosnia and Herzegovina,Tarik Muharemovic,Bosnia and Herzegovina,96,1,1,0,0,1,7,6,31,24,0,1,1,6,0
Tajon Buchanan|Canada,Tajon Buchanan,Canada,61,1,0,0,0,0,2,0,13,8,0,3,0,3,1
Amar Dedic|Bosnia and Herzegovina,Amar Dedic,Bosnia and Herzegovina,93,1,0,0,0,1,3,3,38,25,0,2,0,2,0
Ermedin Demirovic|Bosnia and Herzegovina,Ermedin Demirovic,Bosnia and Herzegovina,94,1,1,1,0,4,11,7,17,12,0,2,0,3,0
Maxime Crépeau|Canada,Maxime Crépeau,Canada,96,1,0,0,0,0,1,1,26,19,0,0,0,3,0
Sead Kolasinac|Bosnia and Herzegovina,Sead Kolasinac,Bosnia and Herzegovina,84,1,0,0,0,3,2,1,31,21,1,0,0,2,0
Jovo Lukic|Bosnia and Herzegovina,Jovo Lukic,Bosnia and Herzegovina,62,1,3,2,1,1,9,9,17,7,0,2,0,3,1
Alistair Johnston|Canada,Alistair Johnston,Canada,96,1,1,1,0,2,1,1,52,33,1,1,1,3,0
Ivan Basic|Bosnia and Herzegovina,Ivan Basic,Bosnia and Herzegovina,62,1,0,0,0,2,2,1,26,22,4,1,1,3,0
